Location.Country|Location.Region|Location.Altitude.Average|Year|Data.Type.Species|Data.Scores.Total
Sumatra|ocotepeque|1696|2014|Arabica|72
Vietnam|ocotepeque|404|2011|Arabica|78
Peru|ocotepeque|1823|2018|Arabica|83
Sumatra|dala|574|2012|Robusta|61
Peru|santa rosa|32|2016|Arabica|64
Vietnam|vercruz|817|2016|Arabica|80
Brazil|dala|196|2017|Arabica|64
Brazil|ocotepeque|1270|2015|Arabica|71
Brazil|kiambu|934|2017|Arabica|90
India|comayagua|712|2018|Arabica|65
Brazil|oriente|954|2013|Arabica|87
Mexico|dala|728|2017|Arabica|66
Vietnam|santa rosa|1786|2018|Arabica|75
Ethiopia|kiambu|1084|2018|Arabica|78
Peru|san marcos|1801|2011|Arabica|85
Sumatra|ocotepeque|994|2017|Arabica|87
Mexico|kiambu|434|2015|Arabica|60
India|dala|571|2014|Arabica|87
Nicaragua|comayagua|799|2014|Arabica|80
Brazil|huehuetenango|1608|2017|Arabica|73
Ethiopia|huehuetenango|814|2012|Arabica|65
Brazil|san marcos|254|2013|Arabica|86
Brazil|jalapa|1336|2017|Robusta|84
Sumatra|san marcos|717|2017|Arabica|72
Peru|ocotepeque|1256|2012|Arabica|70
Colombia|oriente|981|2015|Arabica|60
Mexico|ocotepeque|1402|2011|Arabica|89
India|vercruz|735|2011|Arabica|72
Colombia|san marcos|15|2012|Arabica|68
Vietnam|dala|1185|2011|Arabica|84
Nicaragua|vercruz|1871|2011|Arabica|63
Sumatra|huehuetenango|498|2017|Arabica|61
Vietnam|huehuetenango|1037|2016|Arabica|73
Nicaragua|dala|1465|2014|Arabica|63
Peru|dala|876|2010|Arabica|72
Mexico|dala|55|2014|Arabica|69
Vietnam|kiambu|790|2018|Robusta|69
Brazil|jalapa|1282|2018|Arabica|81
Nicaragua|vercruz|624|2012|Arabica|69
Guatemala|kiambu|782|2012|Arabica|61
Guatemala|comayagua|1231|2014|Arabica|84
Sumatra|dala|260|2010|Arabica|71
Guatemala|comayagua|709|2017|Arabica|65
Peru|san marcos|1027|2014|Arabica|80
Colombia|huehuetenango|310|2014|Arabica|79
India|oriente|329|2018|Arabica|66
Colombia|kiambu|1459|2017|Arabica|83
Brazil|kiambu|217|2011|Arabica|63
Colombia|vercruz|1671|2016|Arabica|82
Peru|kiambu|1133|2013|Arabica|74
Ethiopia|ocotepeque|1128|2014|Arabica|63
Vietnam|jalapa|535|2015|Robusta|86
India|oriente|776|2015|Arabica|61
Brazil|huehuetenango|1542|2014|Arabica|60
Vietnam|oriente|1205|2010|Arabica|80
Guatemala|kiambu|735|2017|Arabica|81
Brazil|oriente|480|2017|Arabica|87
Ethiopia|santa rosa|1393|2010|Arabica|74
Mexico|kiambu|1099|2014|Arabica|77
Ethiopia|jalapa|1615|2012|Arabica|74
Sumatra|comayagua|90|2011|Arabica|75
Colombia|ocotepeque|1399|2017|Arabica|74
Mexico|vercruz|1987|2018|Robusta|87
Guatemala|ocotepeque|1566|2016|Arabica|66
Ethiopia|huehuetenango|680|2017|Arabica|68
Brazil|comayagua|82|2010|Arabica|70
Ethiopia|huehuetenango|746|2013|Arabica|84
Sumatra|vercruz|370|2013|Arabica|88
Guatemala|huehuetenango|1663|2014|Robusta|70
Guatemala|huehuetenango|1062|2013|Arabica|68
India|jalapa|252|2012|Arabica|72
Peru|kiambu|640|2015|Robusta|85
Mexico|san marcos|584|2018|Arabica|86
India|santa rosa|490|2016|Arabica|82
Vietnam|comayagua|351|2015|Arabica|72
Peru|jalapa|555|2014|Arabica|64
Vietnam|ocotepeque|1683|2013|Arabica|75
India|kiambu|1623|2011|Arabica|84
Nicaragua|vercruz|750|2011|Arabica|80
Nicaragua|ocotepeque|1268|2017|Arabica|83
Ethiopia|santa rosa|1119|2016|Arabica|81
Colombia|dala|168|2011|Arabica|87
Vietnam|santa rosa|125|2015|Arabica|75
Ethiopia|jalapa|1507|2011|Arabica|74
Ethiopia|ocotepeque|694|2014|Arabica|76
Brazil|comayagua|1119|2015|Arabica|84
Peru|san marcos|483|2010|Arabica|64
Colombia|oriente|1202|2016|Arabica|72
Brazil|dala|1219|2011|Arabica|71
Guatemala|oriente|275|2014|Arabica|68
Vietnam|ocotepeque|449|2012|Arabica|88
Vietnam|comayagua|711|2015|Arabica|68
Sumatra|oriente|1149|2014|Arabica|79
Peru|kiambu|999|2014|Robusta|86
Peru|dala|124|2017|Robusta|65
Ethiopia|vercruz|1044|2014|Arabica|83
Brazil|huehuetenango|703|2018|Arabica|68
India|san marcos|1655|2010|Arabica|79
Sumatra|huehuetenango|222|2015|Arabica|70
Colombia|san marcos|719|2015|Robusta|73
India|santa rosa|1180|2017|Arabica|77
Colombia|kiambu|759|2014|Arabica|86
Brazil|dala|1774|2013|Arabica|60
Guatemala|kiambu|1730|2011|Arabica|87
Colombia|san marcos|1535|2010|Arabica|70
Peru|ocotepeque|26|2017|Arabica|84
Brazil|dala|917|2012|Arabica|83
Ethiopia|comayagua|96|2017|Arabica|90
Guatemala|dala|1248|2010|Arabica|74
Brazil|comayagua|818|2016|Arabica|74
Brazil|san marcos|558|2015|Arabica|75
Peru|dala|940|2014|Arabica|79
Mexico|oriente|926|2017|Arabica|71
Colombia|ocotepeque|1686|2012|Arabica|60
Brazil|kiambu|1197|2014|Arabica|71
Brazil|vercruz|1028|2017|Arabica|68
Colombia|dala|590|2013|Arabica|88
Colombia|kiambu|1657|2016|Robusta|66
Mexico|ocotepeque|1870|2010|Arabica|64
Vietnam|santa rosa|1554|2015|Arabica|74
Mexico|kiambu|1980|2013|Arabica|62
Mexico|huehuetenango|1153|2016|Arabica|71
Sumatra|santa rosa|414|2010|Arabica|80
Guatemala|dala|1266|2018|Arabica|68
India|san marcos|1227|2013|Arabica|75
Ethiopia|comayagua|694|2016|Arabica|70
Mexico|kiambu|1403|2013|Arabica|82
Mexico|oriente|750|2012|Arabica|72
Mexico|ocotepeque|1906|2011|Arabica|85
Colombia|dala|1374|2010|Arabica|77
Ethiopia|ocotepeque|1998|2015|Arabica|75
Peru|vercruz|587|2016|Arabica|69
Colombia|kiambu|1677|2016|Arabica|75
Guatemala|dala|172|2015|Arabica|67
Nicaragua|comayagua|1976|2012|Arabica|76
Colombia|huehuetenango|1211|2010|Robusta|89
Sumatra|dala|1589|2010|Arabica|86
Brazil|kiambu|360|2010|Arabica|69
Sumatra|comayagua|1761|2013|Arabica|90
Mexico|ocotepeque|264|2013|Arabica|62
Colombia|oriente|413|2017|Arabica|61
Mexico|jalapa|1790|2018|Arabica|70
Colombia|ocotepeque|1200|2011|Arabica|62
Guatemala|vercruz|1048|2013|Arabica|68
Ethiopia|huehuetenango|1285|2013|Arabica|84
Nicaragua|comayagua|1533|2015|Robusta|68
Mexico|santa rosa|1354|2017|Arabica|76
India|san marcos|1720|2016|Arabica|80
Brazil|san marcos|1263|2011|Arabica|76
Nicaragua|santa rosa|184|2017|Arabica|81
Colombia|comayagua|266|2018|Arabica|80
Peru|oriente|598|2018|Arabica|76
India|dala|1507|2015|Arabica|83
India|comayagua|1739|2018|Arabica|60
Vietnam|santa rosa|93|2017|Arabica|70
Sumatra|santa rosa|70|2010|Arabica|85
Vietnam|santa rosa|1728|2012|Robusta|78
Vietnam|kiambu|98|2010|Arabica|77
Ethiopia|san marcos|1922|2014|Arabica|63
Mexico|huehuetenango|286|2015|Arabica|69
Nicaragua|ocotepeque|683|2010|Arabica|62
Nicaragua|vercruz|1005|2017|Arabica|65
Nicaragua|jalapa|1927|2016|Arabica|87
Mexico|santa rosa|116|2013|Arabica|73
Brazil|jalapa|1415|2015|Arabica|80
Guatemala|san marcos|58|2014|Arabica|66
Ethiopia|dala|116|2016|Arabica|74
Peru|dala|1075|2013|Robusta|81
Ethiopia|santa rosa|1397|2012|Arabica|73
Vietnam|huehuetenango|1013|2014|Arabica|61
Sumatra|vercruz|1707|2015|Robusta|86
Brazil|kiambu|1867|2016|Arabica|86
Nicaragua|jalapa|1550|2011|Arabica|66
India|jalapa|1064|2011|Arabica|73
India|huehuetenango|140|2011|Arabica|74
Peru|kiambu|1263|2016|Arabica|81
Mexico|san marcos|1668|2017|Arabica|88
Vietnam|santa rosa|675|2010|Arabica|89
Sumatra|ocotepeque|1865|2015|Arabica|62
India|vercruz|115|2012|Arabica|74
Peru|vercruz|1170|2016|Robusta|79
Guatemala|vercruz|404|2016|Arabica|71
Ethiopia|ocotepeque|263|2014|Arabica|68
Brazil|kiambu|1685|2015|Arabica|86
Sumatra|dala|857|2013|Arabica|79
Peru|ocotepeque|550|2012|Arabica|73
Ethiopia|santa rosa|1093|2011|Arabica|83
Sumatra|ocotepeque|948|2014|Arabica|70
India|jalapa|147|2014|Arabica|61
Sumatra|vercruz|350|2012|Arabica|71
Peru|jalapa|1241|2012|Arabica|78
Sumatra|vercruz|1809|2010|Arabica|69
Ethiopia|kiambu|1283|2014|Arabica|75
Colombia|comayagua|288|2015|Arabica|78
Nicaragua|kiambu|812|2011|Arabica|70
India|san marcos|235|2016|Arabica|75
India|huehuetenango|1941|2013|Arabica|71
Vietnam|kiambu|1577|2013|Arabica|74
India|kiambu|1890|2015|Arabica|69
Nicaragua|vercruz|1963|2011|Arabica|80
Vietnam|santa rosa|1762|2015|Arabica|74
Vietnam|ocotepeque|1630|2013|Arabica|67
Sumatra|comayagua|242|2013|Arabica|69
Sumatra|santa rosa|1990|2014|Arabica|66
India|santa rosa|1365|2015|Arabica|72
Ethiopia|oriente|1194|2018|Arabica|86
Guatemala|jalapa|1942|2018|Arabica|73
Guatemala|san marcos|1026|2011|Arabica|62
Brazil|oriente|1889|2018|Robusta|78
Peru|kiambu|1795|2013|Arabica|87
Colombia|jalapa|687|2018|Arabica|61
Colombia|san marcos|610|2010|Arabica|78
Vietnam|dala|32|2016|Arabica|84
Brazil|oriente|1318|2012|Arabica|76
Peru|kiambu|251|2012|Arabica|77
Brazil|ocotepeque|660|2013|Arabica|82
Mexico|huehuetenango|1765|2018|Arabica|73
Nicaragua|vercruz|1102|2012|Arabica|68
Mexico|jalapa|400|2010|Arabica|90
Nicaragua|san marcos|1969|2018|Arabica|80
Ethiopia|oriente|205|2013|Arabica|76
Peru|oriente|1333|2011|Arabica|62
Colombia|comayagua|1732|2016|Arabica|86
Vietnam|huehuetenango|452|2010|Arabica|74
Brazil|dala|1534|2017|Arabica|76
Ethiopia|huehuetenango|1799|2017|Arabica|84
Guatemala|santa rosa|1712|2013|Arabica|70
Guatemala|ocotepeque|1324|2012|Arabica|77
Mexico|comayagua|21|2011|Arabica|68
Nicaragua|jalapa|1986|2016|Robusta|67
Vietnam|vercruz|975|2018|Arabica|70
Nicaragua|jalapa|537|2017|Arabica|89
Vietnam|jalapa|1843|2011|Arabica|62
Mexico|dala|1682|2013|Arabica|90
Nicaragua|huehuetenango|655|2014|Arabica|71
Guatemala|oriente|288|2014|Arabica|67
Mexico|dala|863|2010|Arabica|78
India|ocotepeque|110|2014|Arabica|84
Peru|oriente|394|2016|Robusta|81
Vietnam|comayagua|1761|2012|Arabica|75
Brazil|comayagua|283|2018|Arabica|68
Guatemala|comayagua|622|2011|Arabica|60
India|vercruz|630|2015|Arabica|86
Mexico|kiambu|610|2010|Arabica|73
India|santa rosa|738|2017|Arabica|69
Vietnam|san marcos|1150|2018|Arabica|85
Brazil|dala|1519|2011|Arabica|86
Peru|kiambu|133|2017|Arabica|79
Peru|san marcos|1199|2017|Arabica|85
Peru|comayagua|1656|2015|Arabica|80
Brazil|huehuetenango|1438|2017|Arabica|87
Guatemala|jalapa|1297|2015|Robusta|70
Sumatra|oriente|852|2018|Arabica|61
Guatemala|jalapa|844|2010|Arabica|80
Ethiopia|ocotepeque|966|2015|Arabica|76
Ethiopia|jalapa|1136|2017|Arabica|79
Ethiopia|kiambu|1294|2015|Robusta|83
Guatemala|san marcos|1368|2010|Arabica|73
Colombia|dala|366|2018|Arabica|87
Mexico|kiambu|1329|2013|Arabica|79
Brazil|huehuetenango|1178|2012|Arabica|74
Vietnam|dala|136|2018|Arabica|70
India|ocotepeque|1466|2018|Robusta|60
Ethiopia|dala|1258|2012|Arabica|76
Colombia|vercruz|1235|2012|Arabica|68
Brazil|comayagua|1189|2016|Arabica|70
Ethiopia|vercruz|1332|2012|Arabica|70
Peru|san marcos|1883|2016|Arabica|63
Sumatra|vercruz|153|2018|Arabica|70
Guatemala|dala|81|2015|Robusta|60
Peru|kiambu|1126|2014|Arabica|67
Vietnam|san marcos|1920|2010|Arabica|88
Vietnam|jalapa|1789|2010|Arabica|77
Sumatra|jalapa|229|2016|Arabica|85
Guatemala|comayagua|1388|2017|Arabica|60
Ethiopia|comayagua|1305|2010|Robusta|64
Brazil|comayagua|1413|2017|Arabica|64
Guatemala|oriente|180|2016|Arabica|61
Vietnam|oriente|1708|2010|Arabica|73
Mexico|kiambu|1884|2010|Arabica|60
Ethiopia|dala|1526|2013|Arabica|79
Peru|huehuetenango|1561|2010|Arabica|82
Guatemala|dala|1461|2016|Arabica|68
India|huehuetenango|60|2018|Arabica|89
Nicaragua|kiambu|504|2012|Arabica|84
India|oriente|1446|2013|Arabica|63
Vietnam|santa rosa|1010|2013|Arabica|76
Ethiopia|dala|1840|2012|Arabica|87
Vietnam|ocotepeque|666|2014|Arabica|81
Brazil|jalapa|1182|2014|Arabica|78
Mexico|kiambu|1365|2015|Arabica|72
Peru|huehuetenango|542|2011|Arabica|61
Sumatra|santa rosa|1416|2011|Robusta|81
India|huehuetenango|493|2016|Arabica|79
Colombia|comayagua|1909|2010|Arabica|90
Mexico|ocotepeque|1573|2012|Arabica|70
Ethiopia|san marcos|910|2017|Arabica|72
Ethiopia|comayagua|498|2011|Arabica|63
Sumatra|jalapa|856|2016|Arabica|73
Guatemala|comayagua|759|2013|Arabica|83
Nicaragua|jalapa|164|2018|Arabica|83
Guatemala|oriente|1729|2017|Arabica|79
Guatemala|huehuetenango|453|2017|Arabica|87
Vietnam|comayagua|1246|2013|Arabica|87
Mexico|vercruz|1951|2013|Arabica|73
Sumatra|comayagua|830|2013|Arabica|81
Nicaragua|comayagua|928|2011|Arabica|81
Vietnam|kiambu|714|2018|Arabica|76
Nicaragua|kiambu|718|2010|Arabica|82
Brazil|santa rosa|499|2017|Arabica|86
Vietnam|santa rosa|196|2011|Arabica|66
Vietnam|santa rosa|667|2013|Arabica|86
Ethiopia|dala|88|2016|Arabica|70
Brazil|san marcos|1590|2014|Arabica|69
India|san marcos|680|2011|Arabica|82
Colombia|jalapa|1033|2017|Arabica|87
Vietnam|jalapa|440|2010|Arabica|82
Colombia|dala|1828|2013|Arabica|82
Colombia|huehuetenango|883|2016|Arabica|62
Colombia|ocotepeque|645|2010|Arabica|65
India|comayagua|845|2010|Arabica|81
India|santa rosa|178|2014|Arabica|89
Nicaragua|comayagua|287|2015|Arabica|84
Ethiopia|dala|1020|2010|Arabica|74
Guatemala|vercruz|1941|2013|Arabica|88
Mexico|huehuetenango|386|2018|Arabica|67
India|kiambu|1615|2015|Arabica|76
Peru|dala|1256|2014|Arabica|60
Peru|jalapa|214|2018|Arabica|73
Vietnam|oriente|569|2011|Arabica|75
Colombia|comayagua|1829|2015|Arabica|60
Colombia|huehuetenango|820|2016|Robusta|80
India|dala|1941|2013|Arabica|60
Nicaragua|ocotepeque|801|2016|Arabica|71
Mexico|comayagua|241|2015|Arabica|61
Peru|kiambu|1392|2016|Arabica|87
India|santa rosa|888|2010|Arabica|63
Mexico|dala|1535|2018|Arabica|76
India|comayagua|675|2018|Arabica|84
Guatemala|oriente|1531|2018|Arabica|80
Sumatra|huehuetenango|411|2011|Robusta|61
India|comayagua|304|2011|Arabica|64
Vietnam|jalapa|1784|2010|Arabica|86
Vietnam|comayagua|1985|2018|Arabica|63
Nicaragua|vercruz|1131|2013|Robusta|62
Colombia|kiambu|1103|2014|Arabica|69
Colombia|comayagua|1302|2018|Arabica|65
Nicaragua|jalapa|384|2014|Robusta|85
Sumatra|vercruz|1261|2013|Robusta|80
Ethiopia|huehuetenango|336|2014|Arabica|62
Mexico|santa rosa|388|2017|Arabica|67
Peru|huehuetenango|299|2018|Arabica|71
Sumatra|oriente|1589|2012|Arabica|76
Ethiopia|ocotepeque|389|2011|Arabica|87
Ethiopia|kiambu|1724|2016|Arabica|60
Colombia|dala|1480|2015|Arabica|80
Nicaragua|vercruz|502|2015|Arabica|75
Mexico|jalapa|1229|2018|Arabica|83
Colombia|huehuetenango|1675|2017|Arabica|81
Peru|jalapa|1974|2018|Arabica|79
Nicaragua|jalapa|1421|2016|Arabica|81
India|san marcos|319|2015|Arabica|77
Mexico|huehuetenango|884|2017|Arabica|66
Ethiopia|kiambu|752|2017|Arabica|79
Brazil|vercruz|1892|2010|Arabica|85
Nicaragua|dala|1014|2012|Arabica|68
Vietnam|kiambu|270|2015|Arabica|66
Sumatra|santa rosa|465|2018|Arabica|65
Ethiopia|huehuetenango|467|2013|Arabica|87
Brazil|dala|1126|2010|Arabica|63
Mexico|dala|1333|2016|Arabica|77
Nicaragua|jalapa|486|2010|Arabica|77
Guatemala|dala|1408|2010|Arabica|66
India|dala|1255|2018|Arabica|70
Mexico|kiambu|1180|2016|Arabica|71
Colombia|santa rosa|351|2012|Arabica|60
Colombia|jalapa|1920|2015|Arabica|60
Sumatra|huehuetenango|1627|2018|Arabica|87
Vietnam|oriente|621|2013|Arabica|84
Vietnam|ocotepeque|917|2012|Arabica|81
Vietnam|jalapa|843|2012|Arabica|72
India|san marcos|911|2011|Arabica|65
India|oriente|384|2018|Arabica|65
Colombia|ocotepeque|1707|2016|Arabica|80
Ethiopia|ocotepeque|1277|2017|Arabica|76
India|vercruz|1529|2016|Arabica|85
Ethiopia|dala|159|2015|Arabica|65
Ethiopia|oriente|78|2013|Arabica|64
Peru|santa rosa|1477|2010|Robusta|62
India|huehuetenango|747|2012|Arabica|85
Peru|kiambu|1906|2012|Robusta|77
India|santa rosa|477|2013|Arabica|76
Mexico|santa rosa|117|2010|Robusta|86
Guatemala|comayagua|959|2015|Arabica|81
Sumatra|oriente|1584|2011|Robusta|82
Colombia|san marcos|334|2010|Arabica|82
India|huehuetenango|1682|2012|Arabica|80
Peru|dala|1559|2018|Arabica|78
Vietnam|ocotepeque|358|2017|Arabica|73
India|kiambu|331|2017|Arabica|70
Vietnam|huehuetenango|1745|2014|Arabica|86
Colombia|ocotepeque|922|2015|Arabica|79
Guatemala|ocotepeque|687|2015|Arabica|62
Vietnam|jalapa|1012|2016|Arabica|62
Sumatra|jalapa|368|2018|Arabica|71
Vietnam|huehuetenango|1802|2017|Arabica|72
Peru|santa rosa|1529|2016|Arabica|72
Sumatra|jalapa|1192|2010|Arabica|90
Mexico|san marcos|1540|2018|Arabica|73
India|comayagua|943|2011|Arabica|78
Sumatra|vercruz|1021|2014|Arabica|85
Brazil|kiambu|727|2017|Arabica|89
Guatemala|kiambu|1760|2016|Arabica|84
Mexico|san marcos|130|2015|Arabica|72
Nicaragua|vercruz|1406|2014|Arabica|78
Colombia|oriente|1027|2011|Arabica|66
Peru|kiambu|1535|2010|Robusta|90
Colombia|huehuetenango|497|2013|Robusta|69
Vietnam|comayagua|1947|2017|Arabica|81
Vietnam|kiambu|1843|2010|Robusta|71
Peru|kiambu|500|2018|Arabica|72
Brazil|huehuetenango|929|2010|Arabica|90
India|san marcos|302|2017|Arabica|83
Mexico|huehuetenango|1852|2015|Arabica|68
Peru|kiambu|900|2016|Arabica|90
Vietnam|kiambu|1878|2011|Arabica|76
Sumatra|vercruz|1435|2011|Arabica|67
Sumatra|vercruz|1259|2011|Arabica|72
Peru|santa rosa|325|2016|Arabica|78
Brazil|huehuetenango|1011|2011|Arabica|69
Ethiopia|santa rosa|1789|2014|Arabica|67
Guatemala|huehuetenango|65|2013|Arabica|79
Peru|comayagua|1470|2013|Arabica|70
Colombia|huehuetenango|202|2015|Arabica|64
Nicaragua|kiambu|416|2012|Arabica|88
Brazil|oriente|366|2017|Arabica|89
Brazil|jalapa|699|2015|Arabica|74
Vietnam|jalapa|10|2013|Robusta|84
Ethiopia|comayagua|1844|2017|Arabica|62
Peru|vercruz|528|2011|Arabica|84
Colombia|ocotepeque|1904|2016|Arabica|61
Peru|ocotepeque|1031|2018|Arabica|80
Colombia|comayagua|1802|2014|Arabica|73
Guatemala|comayagua|1654|2014|Robusta|60
Colombia|huehuetenango|1773|2011|Robusta|86
Mexico|comayagua|951|2012|Arabica|63
Mexico|vercruz|1396|2015|Arabica|78
Guatemala|comayagua|424|2014|Arabica|63
Ethiopia|oriente|1351|2010|Arabica|62
Sumatra|vercruz|77|2011|Arabica|73
Guatemala|san marcos|840|2017|Robusta|79
Ethiopia|comayagua|139|2015|Arabica|65
Vietnam|huehuetenango|1727|2017|Arabica|90
Vietnam|san marcos|584|2014|Arabica|69
Guatemala|ocotepeque|197|2017|Robusta|72
India|vercruz|985|2010|Arabica|88
Mexico|ocotepeque|1796|2016|Arabica|81
Guatemala|ocotepeque|1933|2013|Arabica|68
Mexico|kiambu|1147|2013|Arabica|63
Vietnam|san marcos|1467|2016|Arabica|61
Nicaragua|oriente|795|2016|Arabica|76
Brazil|dala|665|2013|Arabica|67
Colombia|ocotepeque|453|2014|Arabica|84
Mexico|santa rosa|1100|2012|Arabica|63
Peru|santa rosa|985|2011|Arabica|81
Brazil|comayagua|580|2013|Arabica|90
Peru|jalapa|1464|2015|Arabica|74
India|huehuetenango|670|2012|Arabica|80
Vietnam|jalapa|1402|2018|Arabica|77
Guatemala|comayagua|1262|2017|Arabica|90
Peru|jalapa|5|2018|Arabica|70
Mexico|huehuetenango|18|2010|Arabica|60
Guatemala|santa rosa|119|2012|Arabica|81
Ethiopia|ocotepeque|1533|2017|Arabica|67
Ethiopia|vercruz|130|2011|Robusta|68
Vietnam|ocotepeque|1694|2012|Arabica|89
Vietnam|vercruz|913|2016|Arabica|68
Colombia|san marcos|1287|2014|Arabica|85
Ethiopia|ocotepeque|1991|2014|Arabica|65
Peru|kiambu|822|2013|Arabica|81
Peru|vercruz|1328|2011|Arabica|82
Peru|san marcos|749|2014|Arabica|86
Ethiopia|huehuetenango|155|2016|Arabica|72
Guatemala|kiambu|1182|2016|Arabica|71
Colombia|jalapa|1036|2012|Arabica|90
Brazil|dala|1773|2014|Arabica|66
Sumatra|santa rosa|1096|2016|Arabica|70
Peru|dala|682|2010|Arabica|72
Sumatra|jalapa|1213|2010|Arabica|77
India|huehuetenango|631|2018|Arabica|78
Guatemala|comayagua|1627|2011|Arabica|65
Sumatra|kiambu|686|2012|Arabica|88
Vietnam|comayagua|1915|2016|Arabica|63
Vietnam|comayagua|299|2017|Arabica|87
Ethiopia|huehuetenango|1258|2015|Arabica|76
Sumatra|comayagua|259|2011|Arabica|80
Nicaragua|huehuetenango|484|2017|Arabica|66
Colombia|jalapa|817|2013|Arabica|61
Brazil|huehuetenango|1008|2010|Arabica|60
Colombia|kiambu|733|2018|Arabica|69
Vietnam|kiambu|40|2015|Arabica|87
Peru|dala|780|2013|Arabica|73
India|vercruz|543|2011|Arabica|68
Vietnam|santa rosa|1601|2010|Arabica|66
Peru|san marcos|1220|2017|Robusta|63
Guatemala|santa rosa|103|2012|Robusta|79
Brazil|ocotepeque|356|2018|Arabica|76
Vietnam|huehuetenango|990|2012|Arabica|60
Sumatra|san marcos|1563|2016|Arabica|82
Ethiopia|comayagua|820|2014|Robusta|79
Nicaragua|ocotepeque|559|2015|Arabica|69
Brazil|dala|1687|2012|Arabica|77
Peru|jalapa|502|2013|Robusta|88
Ethiopia|oriente|1879|2013|Arabica|82
Guatemala|oriente|39|2014|Arabica|65
Colombia|oriente|114|2014|Arabica|67
Brazil|kiambu|1000|2013|Arabica|60
Ethiopia|dala|1194|2011|Arabica|64
Ethiopia|dala|269|2013|Arabica|66
Mexico|comayagua|1708|2015|Arabica|81
Guatemala|ocotepeque|627|2010|Arabica|64
Peru|kiambu|718|2012|Arabica|62
Mexico|comayagua|146|2014|Arabica|66
Colombia|santa rosa|1063|2014|Arabica|89
Brazil|comayagua|1090|2016|Arabica|79
Vietnam|comayagua|589|2010|Arabica|64
Vietnam|comayagua|200|2017|Arabica|82
Peru|oriente|1906|2013|Arabica|61
Ethiopia|oriente|782|2017|Robusta|77
Colombia|ocotepeque|1072|2013|Arabica|77
Sumatra|huehuetenango|820|2017|Arabica|68
Colombia|santa rosa|996|2018|Arabica|79
India|san marcos|1745|2010|Arabica|77
Vietnam|comayagua|832|2017|Arabica|70
Sumatra|jalapa|1365|2017|Arabica|67
Guatemala|ocotepeque|375|2013|Arabica|73
India|jalapa|892|2018|Arabica|67
Nicaragua|ocotepeque|1658|2010|Arabica|75
Peru|kiambu|130|2015|Arabica|68
Colombia|dala|1690|2012|Arabica|72
Colombia|vercruz|67|2013|Arabica|86
India|oriente|433|2015|Arabica|73
Mexico|comayagua|1407|2013|Arabica|85
Guatemala|huehuetenango|1585|2010|Arabica|64
Mexico|santa rosa|230|2015|Arabica|71
Vietnam|kiambu|1285|2013|Arabica|90
Ethiopia|comayagua|488|2014|Arabica|90
Mexico|oriente|690|2011|Arabica|86
Mexico|ocotepeque|1618|2010|Arabica|65
Colombia|san marcos|1157|2010|Arabica|61
Sumatra|ocotepeque|933|2017|Arabica|90
Nicaragua|dala|1539|2016|Arabica|71
Peru|vercruz|985|2011|Arabica|74
Sumatra|san marcos|1674|2010|Robusta|82
Sumatra|vercruz|1832|2014|Arabica|84
Sumatra|comayagua|57|2015|Arabica|81
Colombia|oriente|860|2014|Arabica|72
Nicaragua|santa rosa|567|2010|Arabica|87
Brazil|kiambu|310|2010|Arabica|77
India|dala|724|2010|Arabica|89
Mexico|huehuetenango|666|2018|Robusta|60
Vietnam|jalapa|659|2015|Robusta|83
Nicaragua|dala|934|2012|Arabica|60
India|huehuetenango|1651|2018|Robusta|68
Mexico|san marcos|1058|2017|Robusta|62
Vietnam|huehuetenango|1421|2013|Arabica|67
Mexico|vercruz|1390|2011|Robusta|89
Ethiopia|vercruz|842|2018|Arabica|85
Colombia|vercruz|814|2016|Arabica|90
Guatemala|oriente|464|2013|Arabica|76
Colombia|huehuetenango|1278|2011|Arabica|72
Vietnam|dala|1186|2016|Arabica|61
Vietnam|comayagua|568|2015|Arabica|72
Guatemala|jalapa|1047|2012|Arabica|64
India|huehuetenango|650|2018|Arabica|80
Guatemala|vercruz|1088|2015|Arabica|74
Ethiopia|ocotepeque|615|2011|Arabica|70
Mexico|ocotepeque|1219|2016|Arabica|66
Peru|jalapa|301|2010|Arabica|68
India|ocotepeque|318|2016|Robusta|79
Ethiopia|vercruz|1301|2011|Arabica|79
Peru|santa rosa|1885|2011|Robusta|79
Guatemala|dala|677|2018|Arabica|64
Peru|jalapa|512|2012|Arabica|74
Sumatra|vercruz|870|2011|Arabica|72
India|santa rosa|279|2014|Arabica|88
Sumatra|vercruz|17|2015|Robusta|87
Guatemala|santa rosa|1045|2013|Arabica|60
Peru|jalapa|1137|2010|Arabica|79
Vietnam|comayagua|360|2012|Arabica|76
Peru|comayagua|546|2015|Arabica|70
Nicaragua|vercruz|1073|2012|Arabica|85
Mexico|ocotepeque|30|2016|Arabica|73
Mexico|dala|96|2011|Arabica|73
Guatemala|huehuetenango|1656|2010|Robusta|77
Vietnam|oriente|1178|2018|Arabica|83
Peru|oriente|1898|2010|Arabica|70
Mexico|ocotepeque|1815|2010|Arabica|61
Sumatra|jalapa|622|2017|Arabica|83
Nicaragua|huehuetenango|1396|2014|Arabica|76
Vietnam|oriente|1948|2011|Arabica|81
Nicaragua|ocotepeque|867|2017|Arabica|81
India|oriente|402|2018|Arabica|67
Peru|san marcos|1290|2016|Arabica|87
India|jalapa|855|2014|Arabica|67
Mexico|oriente|1848|2018|Arabica|74
Peru|san marcos|1397|2017|Arabica|74
